rank,event_id,amount,failure_code,cause,strategy,recovery_probability,expected_recovered_amount,intervention_cost,expected_value,initial_action,final_action,safe_to_execute,rules_triggered
795,PAY_03514,7330.28,gateway_timeout,Gateway timeout,Retry immediately,0.7292,5345.24,2.0,5343.24,retry_now,retry_now,True,['All safety checks passed']
796,PAY_01111,11063.92,mandate_expired,Mandate expired,Send re-authorization link,0.4825,5338.34,1.0,5337.34,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
797,PAY_08341,7730.05,checkout_abandon,Checkout abandonment,Send payment link,0.6903,5336.05,1.0,5335.05,send_payment_link,send_payment_link,True,['All safety checks passed']
798,PAY_01428,6280.45,gateway_timeout,Gateway timeout,Retry immediately,0.8494,5334.61,2.0,5332.61,retry_now,retry_now,True,['All safety checks passed']
799,PAY_01588,6417.68,gateway_timeout,Gateway timeout,Retry immediately,0.8304,5329.24,2.0,5327.24,retry_now,retry_now,True,['All safety checks passed']
800,PAY_07774,7207.38,gateway_timeout,Gateway timeout,Retry immediately,0.7394,5329.14,2.0,5327.14,retry_now,retry_now,True,['All safety checks passed']
801,PAY_06312,8480.45,checkout_abandon,Checkout abandonment,Send payment link,0.6281,5326.57,1.0,5325.57,send_payment_link,send_payment_link,True,['All safety checks passed']
802,PAY_00797,6766.56,gateway_timeout,Gateway timeout,Retry immediately,0.7868,5323.93,2.0,5321.93,retry_now,retry_now,True,['All safety checks passed']
803,PAY_08674,7715.85,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6897,5321.62,2.0,5319.62,retry_scheduled,retry_scheduled,True,['All safety checks passed']
804,PAY_06780,11860.17,checkout_abandon,Checkout abandonment,Send payment link,0.4485,5319.29,1.0,5318.29,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
805,PAY_09746,6159.5,gateway_timeout,Gateway timeout,Retry immediately,0.8626,5313.18,2.0,5311.18,retry_now,retry_now,True,['All safety checks passed']
806,PAY_09648,6493.49,gateway_timeout,Gateway timeout,Retry immediately,0.8178,5310.38,2.0,5308.38,retry_now,retry_now,True,['All safety checks passed']
807,PAY_08607,15195.4,mandate_expired,Mandate expired,Send re-authorization link,0.3493,5307.75,1.0,5306.75,send_payment_link,send_payment_link,True,['All safety checks passed']
808,PAY_00036,7731.19,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6866,5308.24,2.0,5306.24,retry_scheduled,retry_scheduled,True,['All safety checks passed']
809,PAY_01251,6577.07,gateway_timeout,Gateway timeout,Retry immediately,0.8053,5296.51,2.0,5294.51,retry_now,retry_now,True,['All safety checks passed']
810,PAY_06722,7676.79,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6899,5296.22,2.0,5294.22,retry_scheduled,retry_scheduled,True,['All safety checks passed']
811,PAY_03408,13295.32,mandate_expired,Mandate expired,Send re-authorization link,0.398,5291.54,1.0,5290.54,send_payment_link,send_payment_link,True,['All safety checks passed']
812,PAY_05070,8467.66,insufficient_funds,Insufficient funds,Retry after 24 hours,0.625,5292.29,2.0,5290.29,retry_scheduled,retry_scheduled,True,['All safety checks passed']
813,PAY_02784,7259.19,gateway_timeout,Gateway timeout,Retry immediately,0.7289,5291.22,2.0,5289.22,retry_now,retry_now,True,['All safety checks passed']
814,PAY_02934,7189.89,gateway_timeout,Gateway timeout,Retry immediately,0.7359,5291.04,2.0,5289.04,retry_now,retry_now,True,['All safety checks passed']
815,PAY_00705,7138.23,gateway_timeout,Gateway timeout,Retry immediately,0.74,5282.29,2.0,5280.29,retry_now,retry_now,True,['All safety checks passed']
816,PAY_06721,11385.22,mandate_expired,Mandate expired,Send re-authorization link,0.4637,5279.33,1.0,5278.33,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
817,PAY_03209,6939.11,gateway_timeout,Gateway timeout,Retry immediately,0.7605,5277.19,2.0,5275.19,retry_now,retry_now,True,['All safety checks passed']
818,PAY_01472,7700.88,gateway_timeout,Gateway timeout,Retry immediately,0.685,5275.1,2.0,5273.1,retry_now,retry_now,True,['All safety checks passed']
819,PAY_07496,11301.95,checkout_abandon,Checkout abandonment,Send payment link,0.4664,5271.23,1.0,5270.23,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
820,PAY_00653,13252.4,checkout_abandon,Checkout abandonment,Send payment link,0.3976,5269.15,1.0,5268.15,send_payment_link,send_payment_link,True,['All safety checks passed']
821,PAY_01042,6620.59,gateway_timeout,Gateway timeout,Retry immediately,0.7951,5264.03,2.0,5262.03,retry_now,retry_now,True,['All safety checks passed']
822,PAY_09178,8224.7,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6397,5261.34,2.0,5259.34,retry_scheduled,retry_scheduled,True,['All safety checks passed']
823,PAY_02565,7766.81,checkout_abandon,Checkout abandonment,Send payment link,0.6759,5249.59,1.0,5248.59,send_payment_link,send_payment_link,True,['All safety checks passed']
824,PAY_02582,6581.68,gateway_timeout,Gateway timeout,Retry immediately,0.7977,5250.21,2.0,5248.21,retry_now,retry_now,True,['All safety checks passed']
825,PAY_06784,11613.84,checkout_abandon,Checkout abandonment,Send payment link,0.4518,5247.13,1.0,5246.13,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
826,PAY_03075,8881.0,insufficient_funds,Insufficient funds,Retry after 24 hours,0.5909,5247.78,2.0,5245.78,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
827,PAY_06097,6735.27,gateway_timeout,Gateway timeout,Retry immediately,0.7791,5247.45,2.0,5245.45,retry_now,retry_now,True,['All safety checks passed']
828,PAY_02771,6579.88,gateway_timeout,Gateway timeout,Retry immediately,0.7972,5245.48,2.0,5243.48,retry_now,retry_now,True,['All safety checks passed']
829,PAY_03199,6966.04,gateway_timeout,Gateway timeout,Retry immediately,0.7526,5242.64,2.0,5240.64,retry_now,retry_now,True,['All safety checks passed']
830,PAY_01099,6619.07,gateway_timeout,Gateway timeout,Retry immediately,0.7919,5241.64,2.0,5239.64,retry_now,retry_now,True,['All safety checks passed']
831,PAY_02942,8859.15,insufficient_funds,Insufficient funds,Retry after 24 hours,0.5901,5227.78,2.0,5225.78,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
832,PAY_04898,8770.99,insufficient_funds,Insufficient funds,Retry after 24 hours,0.5959,5226.63,2.0,5224.63,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
833,PAY_09213,5928.89,gateway_timeout,Gateway timeout,Retry immediately,0.881,5223.35,2.0,5221.35,retry_now,retry_now,True,['All safety checks passed']
834,PAY_06256,6314.51,gateway_timeout,Gateway timeout,Retry immediately,0.8263,5217.68,2.0,5215.68,retry_now,retry_now,True,['All safety checks passed']
835,PAY_02689,9053.33,insufficient_funds,Insufficient funds,Retry after 24 hours,0.5763,5217.43,2.0,5215.43,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
836,PAY_07325,9349.57,insufficient_funds,Insufficient funds,Retry after 24 hours,0.5579,5216.13,2.0,5214.13,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
837,PAY_09614,12016.57,mandate_expired,Mandate expired,Send re-authorization link,0.4336,5210.38,1.0,5209.38,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
838,PAY_05774,7588.86,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6865,5209.75,2.0,5207.75,retry_scheduled,retry_scheduled,True,['All safety checks passed']
839,PAY_07055,6155.65,gateway_timeout,Gateway timeout,Retry immediately,0.8443,5197.22,2.0,5195.22,retry_now,retry_now,True,['All safety checks passed']
840,PAY_08896,8896.13,mandate_expired,Mandate expired,Send re-authorization link,0.5833,5189.11,1.0,5188.11,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
841,PAY_04209,7678.46,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6757,5188.34,2.0,5186.34,retry_scheduled,retry_scheduled,True,['All safety checks passed']
842,PAY_08273,39246.72,card_expired,Card expired,Request payment method update,0.1326,5204.12,25.0,5179.12,escalate_to_human,escalate_to_human,True,['All safety checks passed']
843,PAY_06470,10735.56,mandate_expired,Mandate expired,Send re-authorization link,0.4823,5177.76,1.0,5176.76,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
844,PAY_07347,9052.64,insufficient_funds,Insufficient funds,Retry after 24 hours,0.5718,5176.3,2.0,5174.3,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
845,PAY_07155,15148.98,checkout_abandon,Checkout abandonment,Send payment link,0.3409,5164.29,1.0,5163.29,send_payment_link,send_payment_link,True,['All safety checks passed']
846,PAY_00774,9649.59,mandate_expired,Mandate expired,Send re-authorization link,0.5351,5163.5,1.0,5162.5,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
847,PAY_02971,6989.05,gateway_timeout,Gateway timeout,Retry immediately,0.7383,5160.02,2.0,5158.02,retry_now,retry_now,True,['All safety checks passed']
848,PAY_06279,6627.7,gateway_timeout,Gateway timeout,Retry immediately,0.7778,5155.03,2.0,5153.03,retry_now,retry_now,True,['All safety checks passed']
849,PAY_02695,10129.25,insufficient_funds,Insufficient funds,Retry after 24 hours,0.5089,5154.78,2.0,5152.78,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
850,PAY_01424,10150.03,mandate_expired,Mandate expired,Send re-authorization link,0.5074,5150.13,1.0,5149.13,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
851,PAY_03137,8864.6,insufficient_funds,Insufficient funds,Retry after 24 hours,0.5809,5149.45,2.0,5147.45,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
852,PAY_05178,10072.51,mandate_expired,Mandate expired,Send re-authorization link,0.5111,5148.06,1.0,5147.06,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
853,PAY_08727,9274.13,insufficient_funds,Insufficient funds,Retry after 24 hours,0.555,5147.14,2.0,5145.14,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
854,PAY_02213,9097.3,mandate_expired,Mandate expired,Send re-authorization link,0.5649,5139.06,1.0,5138.06,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
855,PAY_05381,8511.79,checkout_abandon,Checkout abandonment,Send payment link,0.6035,5136.87,1.0,5135.87,send_payment_link,send_payment_link,True,['All safety checks passed']
856,PAY_02293,8322.74,mandate_expired,Mandate expired,Send re-authorization link,0.6172,5136.8,1.0,5135.8,send_payment_link,send_payment_link,True,['All safety checks passed']
857,PAY_07585,7636.38,gateway_timeout,Gateway timeout,Retry immediately,0.6727,5136.99,2.0,5134.99,retry_now,retry_now,True,['All safety checks passed']
858,PAY_04230,6179.33,gateway_timeout,Gateway timeout,Retry immediately,0.8302,5130.08,2.0,5128.08,retry_now,retry_now,True,['All safety checks passed']
859,PAY_06462,6594.19,gateway_timeout,Gateway timeout,Retry immediately,0.7771,5124.35,2.0,5122.35,retry_now,retry_now,True,['All safety checks passed']
860,PAY_05975,9215.46,mandate_expired,Mandate expired,Send re-authorization link,0.5556,5120.11,1.0,5119.11,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
861,PAY_07283,8717.59,checkout_abandon,Checkout abandonment,Send payment link,0.5872,5118.97,1.0,5117.97,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
862,PAY_03506,12992.9,mandate_expired,Mandate expired,Send re-authorization link,0.3936,5114.01,1.0,5113.01,send_payment_link,send_payment_link,True,['All safety checks passed']
863,PAY_06953,6471.81,gateway_timeout,Gateway timeout,Retry immediately,0.7899,5112.08,2.0,5110.08,retry_now,retry_now,True,['All safety checks passed']
864,PAY_07236,8058.99,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6328,5099.73,2.0,5097.73,retry_scheduled,retry_scheduled,True,['All safety checks passed']
865,PAY_08050,6816.1,gateway_timeout,Gateway timeout,Retry immediately,0.748,5098.44,2.0,5096.44,retry_now,retry_now,True,['All safety checks passed']
866,PAY_05567,9558.27,mandate_expired,Mandate expired,Send re-authorization link,0.5332,5096.47,1.0,5095.47,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
867,PAY_00771,14087.47,mandate_expired,Mandate expired,Send re-authorization link,0.3615,5092.62,1.0,5091.62,send_payment_link,send_payment_link,True,['All safety checks passed']
868,PAY_09074,7214.52,insufficient_funds,Insufficient funds,Retry after 24 hours,0.7058,5092.01,2.0,5090.01,retry_scheduled,retry_scheduled,True,['All safety checks passed']
869,PAY_03624,7158.97,gateway_timeout,Gateway timeout,Retry immediately,0.7111,5090.74,2.0,5088.74,retry_now,retry_now,True,['All safety checks passed']
870,PAY_05304,8230.46,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6185,5090.54,2.0,5088.54,retry_scheduled,retry_scheduled,True,['All safety checks passed']
871,PAY_00184,7557.79,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6723,5081.1,2.0,5079.1,retry_scheduled,retry_scheduled,True,['All safety checks passed']
872,PAY_00933,8017.27,insufficient_funds,Insufficient funds,Retry after 24 hours,0.633,5074.93,2.0,5072.93,retry_scheduled,retry_scheduled,True,['All safety checks passed']
873,PAY_01828,11882.98,mandate_expired,Mandate expired,Send re-authorization link,0.4258,5059.77,1.0,5058.77,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
874,PAY_06833,6275.83,gateway_timeout,Gateway timeout,Retry immediately,0.8063,5060.2,2.0,5058.2,retry_now,retry_now,True,['All safety checks passed']
875,PAY_02636,8362.15,insufficient_funds,Insufficient funds,Retry after 24 hours,0.605,5059.1,2.0,5057.1,retry_scheduled,retry_scheduled,True,['All safety checks passed']
876,PAY_08346,6432.55,gateway_timeout,Gateway timeout,Retry immediately,0.7853,5051.48,2.0,5049.48,retry_now,retry_now,True,['All safety checks passed']
877,PAY_08205,8988.79,insufficient_funds,Insufficient funds,Retry after 24 hours,0.5618,5049.9,2.0,5047.9,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
878,PAY_01349,6247.75,gateway_timeout,Gateway timeout,Retry immediately,0.8062,5036.94,2.0,5034.94,retry_now,retry_now,True,['All safety checks passed']
879,PAY_05982,11186.54,mandate_expired,Mandate expired,Send re-authorization link,0.4499,5032.82,1.0,5031.82,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
880,PAY_07112,6729.88,gateway_timeout,Gateway timeout,Retry immediately,0.7479,5033.28,2.0,5031.28,retry_now,retry_now,True,['All safety checks passed']
881,PAY_00339,7937.53,gateway_timeout,Gateway timeout,Retry immediately,0.6335,5028.43,2.0,5026.43,retry_now,retry_now,True,['All safety checks passed']
882,PAY_03319,7780.07,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6458,5024.37,2.0,5022.37,retry_scheduled,retry_scheduled,True,['All safety checks passed']
883,PAY_06171,9416.09,checkout_abandon,Checkout abandonment,Send payment link,0.5324,5013.13,1.0,5012.13,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
884,PAY_04726,7735.14,gateway_timeout,Gateway timeout,Retry immediately,0.6481,5013.14,2.0,5011.14,retry_now,retry_now,True,['All safety checks passed']
885,PAY_01843,6020.95,gateway_timeout,Gateway timeout,Retry immediately,0.8319,5008.83,2.0,5006.83,retry_now,retry_now,True,['All safety checks passed']
886,PAY_02148,6378.04,gateway_timeout,Gateway timeout,Retry immediately,0.7831,4994.64,2.0,4992.64,retry_now,retry_now,True,['All safety checks passed']
887,PAY_09506,6357.97,gateway_timeout,Gateway timeout,Retry immediately,0.7853,4992.91,2.0,4990.91,retry_now,retry_now,True,['All safety checks passed']
888,PAY_01709,6967.19,insufficient_funds,Insufficient funds,Retry after 24 hours,0.7165,4991.99,2.0,4989.99,retry_scheduled,retry_scheduled,True,['All safety checks passed']
889,PAY_02933,8121.18,insufficient_funds,Insufficient funds,Retry after 24 hours,0.614,4986.4,2.0,4984.4,retry_scheduled,retry_scheduled,True,['All safety checks passed']
890,PAY_09721,9586.59,mandate_expired,Mandate expired,Send re-authorization link,0.52,4985.03,1.0,4984.03,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
891,PAY_02323,7818.9,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6376,4985.33,2.0,4983.33,retry_scheduled,retry_scheduled,True,['All safety checks passed']
892,PAY_08605,7990.05,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6236,4982.6,2.0,4980.6,retry_scheduled,retry_scheduled,True,['All safety checks passed']
893,PAY_09218,9069.54,insufficient_funds,Insufficient funds,Retry after 24 hours,0.5492,4980.99,2.0,4978.99,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
